Timestamp	Container_ID	Cargo_Type	Origin	Destination	Temperature_C	Humidity_Percent	Vibration_Level	Distance_Remaining_km	Spoilage_Risk	Recommended_Action	Alert_Status
2026-07-11T14:36:24.230854+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	18.91	92.52	0.594	2139.98	High	Reroute	Critical
2026-07-11T14:36:24.232616+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.41	80.33	0.088	2144.99	Low	Continue	Normal
2026-07-11T14:36:25.236400+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.12	88.83	0.465	2139.96	High	Reroute	Critical
2026-07-11T14:36:25.239571+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.5	80.37	0.091	2144.98	Low	Continue	Normal
2026-07-11T14:36:26.243348+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.21	88.49	0.47	2139.94	High	Reroute	Critical
2026-07-11T14:36:27.247024+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.18	86.84	0.376	2144.96	High	Reroute	Critical
2026-07-11T14:36:29.264215+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.25	86.81	0.351	2144.94	High	Reroute	Critical
2026-07-11T14:36:31.278148+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.3	87.05	0.371	2144.92	High	Reroute	Critical
2026-07-11T14:36:31.283722+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.45	94.24	0.06	2139.84	Low	Continue	Normal
2026-07-11T14:36:32.286217+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.21	87.15	0.39	2144.91	High	Reroute	Critical
2026-07-11T14:36:32.288270+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.32	89.61	0.529	2139.82	High	Reroute	Critical
2026-07-11T14:36:32.288883+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	19.24	92.79	0.559	2139.82	High	Reroute	Critical
2026-07-11T14:36:32.289375+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.33	94.23	0.044	2139.82	Low	Continue	Normal
2026-07-11T14:36:32.289848+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.45	80.53	0.075	2144.91	Low	Continue	Normal
2026-07-11T14:36:33.290922+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.32	87.53	0.38	2144.9	High	Reroute	Critical
2026-07-11T14:36:34.297947+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.29	87.84	0.365	2144.89	High	Reroute	Critical
2026-07-11T14:36:34.303461+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.32	81.06	0.066	2144.89	Low	Continue	Normal
2026-07-11T14:36:35.308700+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.33	94.51	0.011	2139.76	Low	Continue	Normal
2026-07-11T14:36:35.309408+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.43	81.35	0.065	2144.88	Low	Continue	Normal
2026-07-11T14:36:36.313754+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.16	89.13	0.54	2139.74	High	Reroute	Critical
2026-07-11T14:36:36.315787+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	19.38	93.45	0.556	2139.74	High	Reroute	Critical
2026-07-11T14:36:36.316262+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.34	94.54	0.021	2139.74	Low	Continue	Normal
2026-07-11T14:36:36.316977+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.51	80.95	0.071	2144.87	Low	Continue	Normal
2026-07-11T14:36:37.318881+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.07	88.28	0.388	2144.86	High	Reroute	Critical
2026-07-11T14:36:38.332829+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.15	94.44	0.012	2139.7	Low	Continue	Normal
2026-07-11T14:36:41.349388+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4	88.31	0.538	2139.64	High	Reroute	Critical
2026-07-11T14:36:41.349957+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	19.57	94.08	0.563	2139.64	High	Reroute	Critical
2026-07-11T14:36:41.351405+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.04	94.08	0.01	2139.64	Low	Continue	Normal
2026-07-11T14:36:41.351967+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.33	80.35	0.112	2144.82	Low	Continue	Normal
2026-07-11T14:36:42.356922+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.92	93.71	0.005	2139.62	Low	Continue	Normal
2026-07-11T14:36:42.357753+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.29	80.58	0.104	2144.81	Low	Continue	Normal
2026-07-11T14:36:43.361692+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	19.66	93.63	0.579	2139.6	High	Reroute	Critical
2026-07-11T14:36:43.362578+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.02	94.02	0	2139.6	Low	Continue	Normal
2026-07-11T14:36:44.367476+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4	88.61	0.509	2139.58	High	Reroute	Critical
2026-07-11T14:36:45.374151+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.13	88.67	0.499	2139.56	High	Reroute	Critical
2026-07-11T14:36:46.383780+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	19.78	93.54	0.585	2139.54	High	Reroute	Critical
2026-07-11T14:36:47.389493+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.18	88.12	0.362	2144.76	High	Reroute	Critical
2026-07-11T14:36:47.391285+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.05	89.12	0.486	2139.52	High	Reroute	Critical
2026-07-11T14:36:47.393778+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.65	93.26	0	2139.52	Low	Continue	Normal
2026-07-11T14:36:47.394366+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.39	79.3	0.153	2144.76	Low	Continue	Normal
2026-07-11T14:36:48.399179+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.76	93.19	0	2139.5	Low	Continue	Normal
2026-07-11T14:36:48.399762+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.38	79.14	0.161	2144.75	Low	Continue	Normal
2026-07-11T14:36:49.402818+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.06	88.8	0.352	2144.74	High	Reroute	Critical
2026-07-11T14:36:49.406059+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	19.86	93.7	0.6	2139.48	High	Reroute	Critical
2026-07-11T14:36:49.407578+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.38	79.06	0.167	2144.74	Low	Continue	Normal
2026-07-11T14:36:51.414445+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.15	89.44	0.368	2144.72	High	Reroute	Critical
2026-07-11T14:36:53.430911+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.18	89.78	0.392	2144.7	High	Reroute	Critical
2026-07-11T14:36:53.432797+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4	88.26	0.474	2139.4	High	Reroute	Critical
2026-07-11T14:36:53.434204+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.65	92.8	0	2139.4	Low	Continue	Normal
2026-07-11T14:36:53.435765+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.45	78.91	0.145	2144.7	Low	Continue	Normal
2026-07-11T14:36:55.443223+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.12	89.99	0.375	2144.68	High	Reroute	Critical
2026-07-11T14:36:55.445056+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4	88.72	0.486	2139.36	High	Reroute	Critical
2026-07-11T14:36:55.446157+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	20.04	93.52	0.6	2139.36	High	Reroute	Critical
2026-07-11T14:36:55.446477+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.62	92.47	0.001	2139.36	Low	Continue	Normal
2026-07-11T14:36:55.446869+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.52	78.93	0.134	2144.68	Low	Continue	Normal
2026-07-11T14:36:56.449659+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.01	88.87	0.484	2139.34	High	Reroute	Critical
2026-07-11T14:36:57.456407+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.18	89.41	0.358	2144.66	High	Reroute	Critical
2026-07-11T14:36:57.459521+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.65	92.28	0	2139.32	Low	Continue	Normal
2026-07-11T14:36:57.460274+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.4	78.38	0.103	2144.66	Low	Continue	Normal
2026-07-11T14:36:58.464468+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.02	88.84	0.469	2139.3	High	Reroute	Critical
2026-07-11T14:36:59.482102+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.18	88.91	0.338	2144.64	High	Reroute	Critical
2026-07-11T14:36:59.489678+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.06	88.67	0.453	2139.28	High	Reroute	Critical
2026-07-11T14:37:00.517071+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.22	89.14	0.353	2144.63	High	Reroute	Critical
2026-07-11T14:37:00.517849+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.2	88.63	0.467	2139.26	High	Reroute	Critical
2026-07-11T14:37:00.519534+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	20.22	93.04	0.54	2139.26	High	Reroute	Critical
2026-07-11T14:37:01.524235+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.13	88.31	0.474	2139.24	High	Reroute	Critical
2026-07-11T14:37:01.528567+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.35	79.08	0.088	2144.62	Low	Continue	Normal
2026-07-11T14:37:02.529998+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.35	89.17	0.367	2144.61	High	Reroute	Critical
2026-07-11T14:37:02.532523+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	20.3	92.96	1.224	2139.22	High	Reroute	Critical
2026-07-11T14:37:02.534503+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.54	92.58	0.034	2139.22	Low	Continue	Normal
2026-07-11T14:37:02.534949+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.46	78.84	0.075	2144.61	Low	Continue	Normal
2026-07-11T14:37:03.540293+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.52	92.71	0.03	2139.2	Low	Continue	Normal
2026-07-11T14:37:05.549480+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.49	89.01	0.406	2144.58	High	Reroute	Critical
2026-07-11T14:37:05.555070+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.43	78.52	0.035	2144.58	Low	Continue	Normal
2026-07-11T14:37:06.557962+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.48	88.42	0.487	2139.14	High	Reroute	Critical
2026-07-11T14:37:07.567277+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.61	93.11	0	2139.12	Low	Continue	Normal
2026-07-11T14:37:08.572731+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	20.5	92.53	0.571	2139.1	High	Reroute	Critical
2026-07-11T14:37:09.576585+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.4	88.54	0.415	2144.54	High	Reroute	Critical
2026-07-11T14:37:09.582763+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	20.53	92.21	0.551	2139.08	High	Reroute	Critical
2026-07-11T14:37:10.598044+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.13	77.7	0.042	2144.53	Low	Continue	Normal
2026-07-11T14:37:11.600182+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.32	88.02	0.415	2144.52	High	Reroute	Critical
2026-07-11T14:37:11.603798+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	20.62	92.7	0.546	2139.04	High	Reroute	Critical
2026-07-11T14:37:11.605850+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.99	77.44	0.057	2144.52	Low	Continue	Normal
2026-07-11T14:37:12.607391+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.31	87.75	0.396	2144.51	High	Reroute	Critical
2026-07-11T14:37:12.610712+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.01	93.6	0.064	2139.02	Low	Continue	Normal
2026-07-11T14:37:12.615856+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.85	77.4	0.043	2144.51	Low	Continue	Normal
2026-07-11T14:37:13.618973+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.31	87.79	0.407	2144.5	High	Reroute	Critical
2026-07-11T14:37:14.629419+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	20.76	92.14	0.541	2138.98	High	Reroute	Critical
2026-07-11T14:37:15.635966+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.59	87.11	0.528	2138.96	High	Reroute	Critical
2026-07-11T14:37:16.644513+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.85	77.53	0.069	2144.47	Low	Continue	Normal
2026-07-11T14:37:17.646173+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.37	87.99	0.448	2144.46	High	Reroute	Critical
2026-07-11T14:37:17.651170+00:00	CONT-1003	Grapes	Bengaluru	Delhi	-0.14	94.27	0.083	2138.92	Low	Continue	Normal
2026-07-11T14:37:17.651986+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.92	77.84	0.058	2144.46	Low	Continue	Normal
2026-07-11T14:37:18.654696+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.71	87.25	0.539	2138.9	High	Reroute	Critical
2026-07-11T14:37:18.656698+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0	94.45	0.087	2138.9	Low	Continue	Normal
2026-07-11T14:37:20.685255+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.64	87.2	0.558	2138.86	High	Reroute	Critical
2026-07-11T14:37:21.697593+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.12	77.57	0.07	2144.42	Low	Continue	Normal
2026-07-11T14:37:22.701611+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	20.99	91.16	0.529	2138.82	High	Reroute	Critical
2026-07-11T14:37:23.705698+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.18	86.65	0.488	2144.4	High	Reroute	Critical
2026-07-11T14:37:23.706586+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.49	87.7	0.569	2138.8	High	Reroute	Critical
2026-07-11T14:37:23.708061+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	21.03	90.97	0.511	2138.8	High	Reroute	Critical
2026-07-11T14:37:23.708493+00:00	CONT-1003	Grapes	Bengaluru	Delhi	-0.34	94.43	0.087	2138.8	Low	Continue	Normal
2026-07-11T14:37:23.708832+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.09	78.28	0.066	2144.4	Low	Continue	Normal
2026-07-11T14:37:24.712142+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.56	88	0.579	2138.78	High	Reroute	Critical
2026-07-11T14:37:25.719330+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	21.1	91.35	0.515	2138.76	High	Reroute	Critical
2026-07-11T14:37:26.726021+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.63	87.8	0.557	2138.74	High	Reroute	Critical
2026-07-11T14:37:27.733131+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.14	86.85	0.465	2144.36	High	Reroute	Critical
2026-07-11T14:37:27.736937+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	21.15	91.73	0.521	2138.72	High	Reroute	Critical
2026-07-11T14:37:27.738057+00:00	CONT-1003	Grapes	Bengaluru	Delhi	-0.29	94.35	0.102	2138.72	Low	Continue	Normal
2026-07-11T14:37:28.740146+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.15	86.59	0.455	2144.35	High	Reroute	Critical
2026-07-11T14:37:29.747229+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.07	86.93	0.466	2144.34	High	Reroute	Critical
2026-07-11T14:37:29.749399+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.4	88.4	0.53	2138.68	High	Reroute	Critical
2026-07-11T14:37:30.756996+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.07	78.02	0.137	2144.33	Low	Continue	Normal
2026-07-11T14:37:32.764128+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.3	86.9	0.469	2144.31	High	Reroute	Critical
2026-07-11T14:37:32.766946+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	21.35	90.97	0.516	2138.62	High	Reroute	Critical
2026-07-11T14:37:32.768177+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.34	77.59	0.135	2144.31	Low	Continue	Normal
2026-07-11T14:37:33.773675+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.09	93.58	0.066	2138.6	Low	Continue	Normal
2026-07-11T14:37:34.779003+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.26	88.03	0.529	2138.58	High	Reroute	Critical
2026-07-11T14:37:35.785189+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.25	87.25	0.472	2144.28	High	Reroute	Critical
2026-07-11T14:37:36.792518+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.37	87.27	0.454	2144.27	High	Reroute	Critical
2026-07-11T14:37:36.795802+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	21.48	90.2	0.973	2138.54	High	Reroute	Critical
2026-07-11T14:37:36.796687+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.16	93.06	0.034	2138.54	Low	Continue	Normal
2026-07-11T14:37:37.803196+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	21.5	90.04	0.6	2138.52	High	Reroute	Critical
2026-07-11T14:37:38.807362+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.36	87.32	0.477	2144.25	High	Reroute	Critical
2026-07-11T14:37:39.814461+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.73	87.63	0.535	2138.48	High	Reroute	Critical
2026-07-11T14:37:39.815180+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	21.6	90.22	1.223	2138.48	High	Reroute	Critical
2026-07-11T14:37:39.817033+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.31	93.37	0.053	2138.48	Low	Continue	Normal
2026-07-11T14:37:39.817464+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.47	78.77	0.169	2144.24	Low	Continue	Normal
2026-07-11T14:37:40.819077+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.25	87.99	0.474	2144.23	High	Reroute	Critical
2026-07-11T14:37:41.826540+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.29	88.34	0.485	2144.22	High	Reroute	Critical
2026-07-11T14:37:41.827295+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.85	88.23	0.528	2138.44	High	Reroute	Critical
2026-07-11T14:37:41.829164+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	21.68	90.47	0.586	2138.44	High	Reroute	Critical
2026-07-11T14:37:41.829530+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.42	93.82	0.048	2138.44	Low	Continue	Normal
2026-07-11T14:37:41.830033+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.25	78.74	0.168	2144.22	Low	Continue	Normal
2026-07-11T14:37:42.831241+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.44	88.04	0.483	2144.21	High	Reroute	Critical
2026-07-11T14:37:44.845900+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.62	88.18	0.496	2144.19	High	Reroute	Critical
2026-07-11T14:37:44.851456+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.34	94.75	0.027	2138.38	Low	Continue	Normal
2026-07-11T14:37:46.861702+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.74	88.56	0.526	2144.17	High	Reroute	Critical
2026-07-11T14:37:47.869820+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.94	89.06	0.553	2138.32	High	Reroute	Critical
2026-07-11T14:37:47.874426+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.98	78.08	0.191	2144.16	Low	Continue	Normal
2026-07-11T14:37:48.877256+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.59	88.76	0.533	2144.15	High	Reroute	Critical
2026-07-11T14:37:48.881265+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	21.93	91.4	0.571	2138.3	High	Reroute	Critical
2026-07-11T14:37:49.887772+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.73	89.01	0.52	2144.14	High	Reroute	Critical
2026-07-11T14:37:49.892627+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.29	95	0.1	2138.28	Low	Continue	Normal
2026-07-11T14:37:50.896976+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.83	88.78	0.501	2144.13	High	Reroute	Critical
2026-07-11T14:37:50.900462+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	22.01	91.55	0.566	2138.26	High	Reroute	Critical
2026-07-11T14:37:50.901072+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.4	94.97	0.111	2138.26	Low	Continue	Normal
2026-07-11T14:37:51.902972+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.68	89.02	0.515	2144.12	High	Reroute	Critical
2026-07-11T14:37:51.905753+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	22.03	91.53	0.58	2138.24	High	Reroute	Critical
2026-07-11T14:37:51.910607+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.15	77.99	0.164	2144.12	Low	Continue	Normal
2026-07-11T14:37:52.913653+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.63	89.15	0.503	2144.11	High	Reroute	Critical
2026-07-11T14:37:52.918694+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.32	94.98	0.089	2138.22	Low	Continue	Normal
2026-07-11T14:37:52.919886+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.29	77.64	0.146	2144.11	Low	Continue	Normal
2026-07-11T14:37:53.923384+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.77	89.36	0.582	2138.2	High	Reroute	Critical
2026-07-11T14:37:53.925827+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	22.11	91.15	0.574	2138.2	High	Reroute	Critical
2026-07-11T14:37:55.936773+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.78	89.34	0.534	2144.08	High	Reroute	Critical
2026-07-11T14:37:55.944471+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.42	94.75	0.053	2138.16	Low	Continue	Normal
2026-07-11T14:37:57.954344+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.62	89.15	0.511	2144.06	High	Reroute	Critical
2026-07-11T14:37:58.965234+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	22.3	91.74	0.597	2138.1	High	Reroute	Critical
2026-07-11T14:38:00.975613+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.59	88.78	0.486	2144.03	High	Reroute	Critical
2026-07-11T14:38:00.980404+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.46	77.36	0.143	2144.03	Low	Continue	Normal
2026-07-11T14:38:01.986490+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.4	77.71	0.127	2144.02	Low	Continue	Normal
2026-07-11T14:38:03.999467+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.06	90.05	0.591	2138	High	Reroute	Critical
2026-07-11T14:38:04.002078+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.23	94.45	0.035	2138	Low	Continue	Normal
2026-07-11T14:38:04.003026+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.5	77.67	0.102	2144	Low	Continue	Normal
2026-07-11T14:38:06.013366+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.58	88.43	0.548	2143.98	High	Reroute	Critical
2026-07-11T14:38:06.015314+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.9	90.15	0.595	2137.96	High	Reroute	Critical
2026-07-11T14:38:06.015945+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	22.56	91.6	0.586	2137.96	High	Reroute	Critical
2026-07-11T14:38:06.016421+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.32	94.9	0.019	2137.96	Low	Continue	Normal
2026-07-11T14:38:08.033899+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.25	94.44	0.004	2137.92	Low	Continue	Normal
2026-07-11T14:38:08.035471+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.7	77.65	0.115	2143.96	Low	Continue	Normal
2026-07-11T14:38:09.038332+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.51	87.87	0.529	2143.95	High	Reroute	Critical
2026-07-11T14:38:09.045012+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.16	94.19	0	2137.9	Low	Continue	Normal
2026-07-11T14:38:09.046820+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.68	77.89	0.106	2143.95	Low	Continue	Normal
2026-07-11T14:38:11.066848+00:00	CONT-1003	Grapes	Bengaluru	Delhi	0.12	94.17	0	2137.86	Low	Continue	Normal
2026-07-11T14:38:13.076624+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.55	89.7	0.559	2137.82	High	Reroute	Critical
2026-07-11T14:38:13.079879+00:00	CONT-1003	Grapes	Bengaluru	Delhi	-0.07	93.94	0	2137.82	Low	Continue	Normal
2026-07-11T14:38:13.080721+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.96	78.56	0.112	2143.91	Low	Continue	Normal
2026-07-11T14:38:14.085523+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.97	78.44	0.126	2143.9	Low	Continue	Normal
2026-07-11T14:38:15.089945+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.62	90.16	0.57	2137.78	High	Reroute	Critical
2026-07-11T14:38:16.097868+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.52	89.96	0.56	2137.76	High	Reroute	Critical
2026-07-11T14:38:16.100161+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	22.86	91.76	0.6	2137.76	High	Reroute	Critical
2026-07-11T14:38:18.108022+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.38	89.74	0.538	2137.72	High	Reroute	Critical
2026-07-11T14:38:19.115119+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	22.97	91.59	0.571	2137.7	High	Reroute	Critical
2026-07-11T14:38:19.117227+00:00	CONT-1003	Grapes	Bengaluru	Delhi	-0.43	93.86	0.013	2137.7	Low	Continue	Normal
2026-07-11T14:38:19.117882+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.85	78.25	0.119	2143.85	Low	Continue	Normal
2026-07-11T14:38:20.121943+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	22.99	91.96	0.56	2137.68	High	Reroute	Critical
2026-07-11T14:38:21.128934+00:00	CONT-1003	Grapes	Bengaluru	Delhi	-0.3	93.12	0.023	2137.66	Low	Continue	Normal
2026-07-11T14:38:22.132640+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.06	88.52	0.444	2143.82	High	Reroute	Critical
2026-07-11T14:38:22.135173+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	23.06	92.31	0.558	2137.64	High	Reroute	Critical
2026-07-11T14:38:22.137308+00:00	CONT-1003	Grapes	Bengaluru	Delhi	-0.23	92.95	0.011	2137.64	Low	Continue	Normal
2026-07-11T14:38:23.140967+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.2	88.27	0.427	2143.81	High	Reroute	Critical
2026-07-11T14:38:24.148329+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.26	88.18	0.422	2143.8	High	Reroute	Critical
2026-07-11T14:38:24.149084+00:00	CONT-1001	Avocado	Bengaluru	Delhi	4.23	90.61	0.546	2137.6	High	Reroute	Critical
